﻿vt_symbol,symbol,exchange,tushare_ts_code,trade_date,tail_start,tail_end,start_datetime,end_datetime,reference_date,ma5,alphaagent_import_columns,note
600938.SSE,600938,SSE,600938.SH,2026-03-27,14:30,14:57,2026-03-27 14:30:00,2026-03-27 14:57:00,2026-03-26,41.494,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688097.SSE,688097,SSE,688097.SH,2026-03-27,14:30,14:57,2026-03-27 14:30:00,2026-03-27 14:57:00,2026-03-26,55.831999999999994,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688295.SSE,688295,SSE,688295.SH,2026-03-27,14:30,14:57,2026-03-27 14:30:00,2026-03-27 14:57:00,2026-03-26,59.14,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688331.SSE,688331,SSE,688331.SH,2026-03-27,14:30,14:57,2026-03-27 14:30:00,2026-03-27 14:57:00,2026-03-26,115.458,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688390.SSE,688390,SSE,688390.SH,2026-03-27,14:30,14:57,2026-03-27 14:30:00,2026-03-27 14:57:00,2026-03-26,98.512,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688519.SSE,688519,SSE,688519.SH,2026-03-27,14:30,14:57,2026-03-27 14:30:00,2026-03-27 14:57:00,2026-03-26,147.33800000000002,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688525.SSE,688525,SSE,688525.SH,2026-03-27,14:30,14:57,2026-03-27 14:30:00,2026-03-27 14:57:00,2026-03-26,237.542,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688700.SSE,688700,SSE,688700.SH,2026-03-27,14:30,14:57,2026-03-27 14:30:00,2026-03-27 14:57:00,2026-03-26,52.194,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
600938.SSE,600938,SSE,600938.SH,2026-03-30,14:30,14:57,2026-03-30 14:30:00,2026-03-30 14:57:00,2026-03-27,41.326,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688097.SSE,688097,SSE,688097.SH,2026-03-30,14:30,14:57,2026-03-30 14:30:00,2026-03-30 14:57:00,2026-03-27,55.42999999999999,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688223.SSE,688223,SSE,688223.SH,2026-03-30,14:30,14:57,2026-03-30 14:30:00,2026-03-30 14:57:00,2026-03-27,7.578,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688275.SSE,688275,SSE,688275.SH,2026-03-30,14:30,14:57,2026-03-30 14:30:00,2026-03-30 14:57:00,2026-03-27,116.332,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688390.SSE,688390,SSE,688390.SH,2026-03-30,14:30,14:57,2026-03-30 14:30:00,2026-03-30 14:57:00,2026-03-27,97.99600000000001,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688498.SSE,688498,SSE,688498.SH,2026-03-30,14:30,14:57,2026-03-30 14:30:00,2026-03-30 14:57:00,2026-03-27,1094.824,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688525.SSE,688525,SSE,688525.SH,2026-03-30,14:30,14:57,2026-03-30 14:30:00,2026-03-30 14:57:00,2026-03-27,237.446,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688700.SSE,688700,SSE,688700.SH,2026-03-30,14:30,14:57,2026-03-30 14:30:00,2026-03-30 14:57:00,2026-03-27,52.388,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
002384.SZSE,002384,SZSE,002384.SZ,2026-03-31,14:30,14:57,2026-03-31 14:30:00,2026-03-31 14:57:00,2026-03-30,105.53599999999999,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
300502.SZSE,300502,SZSE,300502.SZ,2026-03-31,14:30,14:57,2026-03-31 14:30:00,2026-03-31 14:57:00,2026-03-30,461.39799999999997,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
300750.SZSE,300750,SZSE,300750.SZ,2026-03-31,14:30,14:57,2026-03-31 14:30:00,2026-03-31 14:57:00,2026-03-30,405.296,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
600989.SSE,600989,SSE,600989.SH,2026-03-31,14:30,14:57,2026-03-31 14:30:00,2026-03-31 14:57:00,2026-03-30,30.351999999999997,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688048.SSE,688048,SSE,688048.SH,2026-03-31,14:30,14:57,2026-03-31 14:30:00,2026-03-31 14:57:00,2026-03-30,220.212,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688106.SSE,688106,SSE,688106.SH,2026-03-31,14:30,14:57,2026-03-31 14:30:00,2026-03-31 14:57:00,2026-03-30,28.9,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688485.SSE,688485,SSE,688485.SH,2026-03-31,14:30,14:57,2026-03-31 14:30:00,2026-03-31 14:57:00,2026-03-30,26.754,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688601.SSE,688601,SSE,688601.SH,2026-03-31,14:30,14:57,2026-03-31 14:30:00,2026-03-31 14:57:00,2026-03-30,53.408,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
001309.SZSE,001309,SZSE,001309.SZ,2026-04-01,14:30,14:57,2026-04-01 14:30:00,2026-04-01 14:57:00,2026-03-31,383.264,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
300750.SZSE,300750,SZSE,300750.SZ,2026-04-01,14:30,14:57,2026-04-01 14:30:00,2026-04-01 14:57:00,2026-03-31,406.238,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
300502.SZSE,300502,SZSE,300502.SZ,2026-04-02,14:30,14:57,2026-04-02 14:30:00,2026-04-02 14:57:00,2026-04-01,453.246,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
600487.SSE,600487,SSE,600487.SH,2026-04-02,14:30,14:57,2026-04-02 14:30:00,2026-04-02 14:57:00,2026-04-01,51.06,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688048.SSE,688048,SSE,688048.SH,2026-04-02,14:30,14:57,2026-04-02 14:30:00,2026-04-02 14:57:00,2026-04-01,222.81799999999998,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688097.SSE,688097,SSE,688097.SH,2026-04-02,14:30,14:57,2026-04-02 14:30:00,2026-04-02 14:57:00,2026-04-01,54.596000000000004,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688127.SSE,688127,SSE,688127.SH,2026-04-02,14:30,14:57,2026-04-02 14:30:00,2026-04-02 14:57:00,2026-04-01,57.574,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688150.SSE,688150,SSE,688150.SH,2026-04-02,14:30,14:57,2026-04-02 14:30:00,2026-04-02 14:57:00,2026-04-01,39.742000000000004,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688498.SSE,688498,SSE,688498.SH,2026-04-02,14:30,14:57,2026-04-02 14:30:00,2026-04-02 14:57:00,2026-04-01,1073.512,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688700.SSE,688700,SSE,688700.SH,2026-04-02,14:30,14:57,2026-04-02 14:30:00,2026-04-02 14:57:00,2026-04-01,51.403999999999996,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
002384.SZSE,002384,SZSE,002384.SZ,2026-04-03,14:30,14:57,2026-04-03 14:30:00,2026-04-03 14:57:00,2026-04-02,105.24000000000001,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688097.SSE,688097,SSE,688097.SH,2026-04-03,14:30,14:57,2026-04-03 14:30:00,2026-04-03 14:57:00,2026-04-02,54.508,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688127.SSE,688127,SSE,688127.SH,2026-04-03,14:30,14:57,2026-04-03 14:30:00,2026-04-03 14:57:00,2026-04-02,57.714,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688195.SSE,688195,SSE,688195.SH,2026-04-03,14:30,14:57,2026-04-03 14:30:00,2026-04-03 14:57:00,2026-04-02,284.13800000000003,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688268.SSE,688268,SSE,688268.SH,2026-04-03,14:30,14:57,2026-04-03 14:30:00,2026-04-03 14:57:00,2026-04-02,94.92,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688308.SSE,688308,SSE,688308.SH,2026-04-03,14:30,14:57,2026-04-03 14:30:00,2026-04-03 14:57:00,2026-04-02,84.35,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688610.SSE,688610,SSE,688610.SH,2026-04-03,14:30,14:57,2026-04-03 14:30:00,2026-04-03 14:57:00,2026-04-02,88.924,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688700.SSE,688700,SSE,688700.SH,2026-04-03,14:30,14:57,2026-04-03 14:30:00,2026-04-03 14:57:00,2026-04-02,51.222,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
300502.SZSE,300502,SZSE,300502.SZ,2026-04-07,14:30,14:57,2026-04-07 14:30:00,2026-04-07 14:57:00,2026-04-03,452.922,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688158.SSE,688158,SSE,688158.SH,2026-04-07,14:30,14:57,2026-04-07 14:30:00,2026-04-07 14:57:00,2026-04-03,41.58,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688300.SSE,688300,SSE,688300.SH,2026-04-07,14:30,14:57,2026-04-07 14:30:00,2026-04-07 14:57:00,2026-04-03,86.33399999999999,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688308.SSE,688308,SSE,688308.SH,2026-04-07,14:30,14:57,2026-04-07 14:30:00,2026-04-07 14:57:00,2026-04-03,85.386,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688601.SSE,688601,SSE,688601.SH,2026-04-07,14:30,14:57,2026-04-07 14:30:00,2026-04-07 14:57:00,2026-04-03,53.564,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688610.SSE,688610,SSE,688610.SH,2026-04-07,14:30,14:57,2026-04-07 14:30:00,2026-04-07 14:57:00,2026-04-03,89.15599999999999,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688630.SSE,688630,SSE,688630.SH,2026-04-07,14:30,14:57,2026-04-07 14:30:00,2026-04-07 14:57:00,2026-04-03,193.732,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688700.SSE,688700,SSE,688700.SH,2026-04-07,14:30,14:57,2026-04-07 14:30:00,2026-04-07 14:57:00,2026-04-03,51.156,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
002384.SZSE,002384,SZSE,002384.SZ,2026-04-08,14:30,14:57,2026-04-08 14:30:00,2026-04-08 14:57:00,2026-04-07,107.622,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
300502.SZSE,300502,SZSE,300502.SZ,2026-04-08,14:30,14:57,2026-04-08 14:30:00,2026-04-08 14:57:00,2026-04-07,452.986,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688150.SSE,688150,SSE,688150.SH,2026-04-08,14:30,14:57,2026-04-08 14:30:00,2026-04-08 14:57:00,2026-04-07,39.608,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688167.SSE,688167,SSE,688167.SH,2026-04-08,14:30,14:57,2026-04-08 14:30:00,2026-04-08 14:57:00,2026-04-07,365.398,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688275.SSE,688275,SSE,688275.SH,2026-04-08,14:30,14:57,2026-04-08 14:30:00,2026-04-08 14:57:00,2026-04-07,106.388,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688308.SSE,688308,SSE,688308.SH,2026-04-08,14:30,14:57,2026-04-08 14:30:00,2026-04-08 14:57:00,2026-04-07,83.388,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688313.SSE,688313,SSE,688313.SH,2026-04-08,14:30,14:57,2026-04-08 14:30:00,2026-04-08 14:57:00,2026-04-07,90.55199999999999,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688331.SSE,688331,SSE,688331.SH,2026-04-08,14:30,14:57,2026-04-08 14:30:00,2026-04-08 14:57:00,2026-04-07,142.692,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688106.SSE,688106,SSE,688106.SH,2026-04-09,14:30,14:57,2026-04-09 14:30:00,2026-04-09 14:57:00,2026-04-08,27.204,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688275.SSE,688275,SSE,688275.SH,2026-04-09,14:30,14:57,2026-04-09 14:30:00,2026-04-09 14:57:00,2026-04-08,106.596,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688295.SSE,688295,SSE,688295.SH,2026-04-09,14:30,14:57,2026-04-09 14:30:00,2026-04-09 14:57:00,2026-04-08,51.424,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688353.SSE,688353,SSE,688353.SH,2026-04-09,14:30,14:57,2026-04-09 14:30:00,2026-04-09 14:57:00,2026-04-08,116.332,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688048.SSE,688048,SSE,688048.SH,2026-04-10,14:30,14:57,2026-04-10 14:30:00,2026-04-10 14:57:00,2026-04-09,230.142,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688106.SSE,688106,SSE,688106.SH,2026-04-10,14:30,14:57,2026-04-10 14:30:00,2026-04-10 14:57:00,2026-04-09,27.612000000000002,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688167.SSE,688167,SSE,688167.SH,2026-04-10,14:30,14:57,2026-04-10 14:30:00,2026-04-10 14:57:00,2026-04-09,383.366,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688268.SSE,688268,SSE,688268.SH,2026-04-10,14:30,14:57,2026-04-10 14:30:00,2026-04-10 14:57:00,2026-04-09,101.006,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688295.SSE,688295,SSE,688295.SH,2026-04-10,14:30,14:57,2026-04-10 14:30:00,2026-04-10 14:57:00,2026-04-09,50.760000000000005,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688307.SSE,688307,SSE,688307.SH,2026-04-10,14:30,14:57,2026-04-10 14:30:00,2026-04-10 14:57:00,2026-04-09,85.986,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688353.SSE,688353,SSE,688353.SH,2026-04-10,14:30,14:57,2026-04-10 14:30:00,2026-04-10 14:57:00,2026-04-09,115.502,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688048.SSE,688048,SSE,688048.SH,2026-04-13,14:30,14:57,2026-04-13 14:30:00,2026-04-13 14:57:00,2026-04-10,234.70999999999998,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688158.SSE,688158,SSE,688158.SH,2026-04-13,14:30,14:57,2026-04-13 14:30:00,2026-04-13 14:57:00,2026-04-10,43.718,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688167.SSE,688167,SSE,688167.SH,2026-04-13,14:30,14:57,2026-04-13 14:30:00,2026-04-13 14:57:00,2026-04-10,386.098,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688170.SSE,688170,SSE,688170.SH,2026-04-13,14:30,14:57,2026-04-13 14:30:00,2026-04-13 14:57:00,2026-04-10,53.114,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688218.SSE,688218,SSE,688218.SH,2026-04-13,14:30,14:57,2026-04-13 14:30:00,2026-04-13 14:57:00,2026-04-10,23.863999999999997,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688268.SSE,688268,SSE,688268.SH,2026-04-13,14:30,14:57,2026-04-13 14:30:00,2026-04-13 14:57:00,2026-04-10,102.006,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688295.SSE,688295,SSE,688295.SH,2026-04-13,14:30,14:57,2026-04-13 14:30:00,2026-04-13 14:57:00,2026-04-10,50.315999999999995,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
601869.SSE,601869,SSE,601869.SH,2026-04-14,14:30,14:57,2026-04-14 14:30:00,2026-04-14 14:57:00,2026-04-13,374.21400000000006,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688025.SSE,688025,SSE,688025.SH,2026-04-14,14:30,14:57,2026-04-14 14:30:00,2026-04-14 14:57:00,2026-04-13,264.22200000000004,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688127.SSE,688127,SSE,688127.SH,2026-04-14,14:30,14:57,2026-04-14 14:30:00,2026-04-14 14:57:00,2026-04-13,66.11,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688158.SSE,688158,SSE,688158.SH,2026-04-14,14:30,14:57,2026-04-14 14:30:00,2026-04-14 14:57:00,2026-04-13,44.396,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688195.SSE,688195,SSE,688195.SH,2026-04-14,14:30,14:57,2026-04-14 14:30:00,2026-04-14 14:57:00,2026-04-13,330.6,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688200.SSE,688200,SSE,688200.SH,2026-04-14,14:30,14:57,2026-04-14 14:30:00,2026-04-14 14:57:00,2026-04-13,280.926,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688677.SSE,688677,SSE,688677.SH,2026-04-14,14:30,14:57,2026-04-14 14:30:00,2026-04-14 14:57:00,2026-04-13,70.85,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688700.SSE,688700,SSE,688700.SH,2026-04-14,14:30,14:57,2026-04-14 14:30:00,2026-04-14 14:57:00,2026-04-13,58.172000000000004,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
300394.SZSE,300394,SZSE,300394.SZ,2026-04-15,14:30,14:57,2026-04-15 14:30:00,2026-04-15 14:57:00,2026-04-14,347.928,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688158.SSE,688158,SSE,688158.SH,2026-04-15,14:30,14:57,2026-04-15 14:30:00,2026-04-15 14:57:00,2026-04-14,45.582,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688167.SSE,688167,SSE,688167.SH,2026-04-15,14:30,14:57,2026-04-15 14:30:00,2026-04-15 14:57:00,2026-04-14,391.622,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688195.SSE,688195,SSE,688195.SH,2026-04-15,14:30,14:57,2026-04-15 14:30:00,2026-04-15 14:57:00,2026-04-14,331.656,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688268.SSE,688268,SSE,688268.SH,2026-04-15,14:30,14:57,2026-04-15 14:30:00,2026-04-15 14:57:00,2026-04-14,99.352,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688331.SSE,688331,SSE,688331.SH,2026-04-15,14:30,14:57,2026-04-15 14:30:00,2026-04-15 14:57:00,2026-04-14,140.564,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688677.SSE,688677,SSE,688677.SH,2026-04-15,14:30,14:57,2026-04-15 14:30:00,2026-04-15 14:57:00,2026-04-14,71.878,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688702.SSE,688702,SSE,688702.SH,2026-04-15,14:30,14:57,2026-04-15 14:30:00,2026-04-15 14:57:00,2026-04-14,219.744,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688150.SSE,688150,SSE,688150.SH,2026-04-16,14:30,14:57,2026-04-16 14:30:00,2026-04-16 14:57:00,2026-04-15,47.206,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688205.SSE,688205,SSE,688205.SH,2026-04-16,14:30,14:57,2026-04-16 14:30:00,2026-04-16 14:57:00,2026-04-15,241.208,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688257.SSE,688257,SSE,688257.SH,2026-04-16,14:30,14:57,2026-04-16 14:30:00,2026-04-16 14:57:00,2026-04-15,74.486,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688308.SSE,688308,SSE,688308.SH,2026-04-16,14:30,14:57,2026-04-16 14:30:00,2026-04-16 14:57:00,2026-04-15,97.23400000000001,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688312.SSE,688312,SSE,688312.SH,2026-04-16,14:30,14:57,2026-04-16 14:30:00,2026-04-16 14:57:00,2026-04-15,61.46,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688313.SSE,688313,SSE,688313.SH,2026-04-16,14:30,14:57,2026-04-16 14:30:00,2026-04-16 14:57:00,2026-04-15,113.01199999999999,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688485.SSE,688485,SSE,688485.SH,2026-04-16,14:30,14:57,2026-04-16 14:30:00,2026-04-16 14:57:00,2026-04-15,41.864,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688702.SSE,688702,SSE,688702.SH,2026-04-16,14:30,14:57,2026-04-16 14:30:00,2026-04-16 14:57:00,2026-04-15,220.248,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688167.SSE,688167,SSE,688167.SH,2026-04-17,14:30,14:57,2026-04-17 14:30:00,2026-04-17 14:57:00,2026-04-16,390.652,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688183.SSE,688183,SSE,688183.SH,2026-04-17,14:30,14:57,2026-04-17 14:30:00,2026-04-17 14:57:00,2026-04-16,104.244,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688205.SSE,688205,SSE,688205.SH,2026-04-17,14:30,14:57,2026-04-17 14:30:00,2026-04-17 14:57:00,2026-04-16,240.76999999999998,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688275.SSE,688275,SSE,688275.SH,2026-04-17,14:30,14:57,2026-04-17 14:30:00,2026-04-17 14:57:00,2026-04-16,128.384,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688312.SSE,688312,SSE,688312.SH,2026-04-17,14:30,14:57,2026-04-17 14:30:00,2026-04-17 14:57:00,2026-04-16,61.574,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688313.SSE,688313,SSE,688313.SH,2026-04-17,14:30,14:57,2026-04-17 14:30:00,2026-04-17 14:57:00,2026-04-16,114.59400000000001,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
