代码,买入日,首板日,pre1%,pre2%,pre3%,pre3_exbase%,pd1%,pd2%,pd3%,p3阴阳,p3max%,p3min%
000628.SZSE,2024-10-16,2024-10-14,-9.99,-9.0,-9.33,10.81,-0.37,1.11,-9.99,阴阳阴,1.11,-9.99
000631.SZSE,2023-10-24,2023-10-20,1.89,-0.37,-1.82,-3.3,-1.46,-2.22,1.89,阴阴阳,1.89,-2.22
000631.SZSE,2023-10-25,2023-10-20,1.89,-0.37,-1.82,-3.3,-1.46,-2.22,1.89,阴阴阳,1.89,-2.22
000636.SZSE,2024-02-08,2024-02-06,-5.6,-11.38,-11.81,-10.65,-0.48,-6.13,-5.6,阴阴阴,-0.48,-6.13
000637.SZSE,2025-06-23,2025-06-19,-0.98,1.51,1.51,4.9,0.0,2.52,-0.98,阳阳阴,2.52,-0.98
000655.SZSE,2025-07-10,2025-07-08,0.14,0.55,1.1,2.95,0.55,0.41,0.14,阳阳阳,0.55,0.14
000655.SZSE,2025-07-11,2025-07-08,0.14,0.55,1.1,2.95,0.55,0.41,0.14,阳阳阳,0.55,0.14
000656.SZSE,2023-07-07,2023-07-05,0.82,10.81,19.42,14.02,7.77,9.91,0.82,阳阳阳,9.91,0.82
000656.SZSE,2023-07-25,2023-07-21,-0.71,1.46,-1.42,0.72,-2.84,2.19,-0.71,阴阳阴,2.19,-2.84
000656.SZSE,2026-07-06,2026-07-02,-1.83,-6.96,-8.55,-11.38,-1.71,-5.22,-1.83,阴阴阴,-1.71,-5.22
000659.SZSE,2024-02-28,2024-02-26,3.33,4.49,6.29,7.14,1.71,1.12,3.33,阳阳阳,3.33,1.12
000661.SZSE,2024-10-08,2024-09-27,7.34,9.09,13.74,5.7,4.26,1.63,7.34,阳阳阳,7.34,1.63
000663.SZSE,2025-11-21,2025-11-19,-10.0,-0.98,2.66,16.73,3.68,10.02,-10.0,阳阳阴,10.02,-10.0
000665.SZSE,2025-03-10,2025-03-06,-0.46,3.08,3.57,-1.35,0.48,3.55,-0.46,阳阳阴,3.55,-0.46
000668.SZSE,2024-02-21,2024-02-19,1.8,-8.41,-17.61,-27.13,-10.04,-10.03,1.8,阴阴阳,1.8,-10.04
000668.SZSE,2025-04-18,2025-04-16,-4.12,5.39,5.16,12.83,-0.22,9.91,-4.12,阴阳阴,9.91,-4.12
000668.SZSE,2026-07-27,2026-07-23,-2.86,-7.54,-16.76,-17.28,-9.98,-4.81,-2.86,阴阴阴,-2.86,-9.98
000670.SZSE,2024-11-12,2024-11-08,2.12,0.0,4.81,0.15,4.81,-2.07,2.12,阳阴阳,4.81,-2.07
000670.SZSE,2025-04-15,2025-04-11,1.62,5.02,0.53,-10.9,-4.27,3.35,1.62,阴阳阳,3.35,-4.27
000676.SZSE,2024-10-09,2024-09-30,2.3,4.86,12.13,9.78,6.93,2.5,2.3,阳阳阳,6.93,2.3
000676.SZSE,2026-07-17,2026-07-15,0.19,-3.56,-0.58,-0.97,3.09,-3.75,0.19,阳阴阳,3.09,-3.75
000678.SZSE,2023-06-30,2023-06-28,-1.14,0.83,2.89,6.24,2.04,2.0,-1.14,阳阳阴,2.04,-1.14
000678.SZSE,2023-07-03,2023-06-28,-1.14,0.83,2.89,6.24,2.04,2.0,-1.14,阳阳阴,2.04,-1.14
000678.SZSE,2024-08-22,2024-08-20,0.0,-1.57,1.08,0.8,2.69,-1.57,0.0,阳阴阳,2.69,-1.57
000678.SZSE,2025-03-12,2025-03-10,2.83,6.3,9.0,16.62,2.54,3.37,2.83,阳阳阳,3.37,2.54
000678.SZSE,2025-03-13,2025-03-10,2.83,6.3,9.0,16.62,2.54,3.37,2.83,阳阳阳,3.37,2.54
000678.SZSE,2025-03-19,2025-03-17,-6.72,2.62,12.85,33.08,9.97,10.02,-6.72,阳阳阴,10.02,-6.72
000678.SZSE,2025-03-20,2025-03-17,-6.72,2.62,12.85,33.08,9.97,10.02,-6.72,阳阳阴,10.02,-6.72
000679.SZSE,2024-07-05,2024-07-03,4.2,4.64,2.9,-3.64,-1.66,0.42,4.2,阴阳阳,4.2,-1.66
000679.SZSE,2024-11-22,2024-11-20,-0.23,-9.63,-7.35,2.08,2.52,-9.43,-0.23,阳阴阴,2.52,-9.43
000679.SZSE,2025-01-15,2025-01-13,-6.07,-9.4,-8.26,-4.23,1.26,-3.55,-6.07,阳阴阴,1.26,-6.07
000679.SZSE,2026-06-18,2026-06-16,-1.3,1.51,0.66,0.82,-0.83,2.84,-1.3,阴阳阴,2.84,-1.3
000681.SZSE,2024-12-13,2024-12-11,-6.75,2.57,12.82,31.92,9.99,9.99,-6.75,阳阳阴,9.99,-6.75
000681.SZSE,2024-12-16,2024-12-11,-6.75,2.57,12.82,31.92,9.99,9.99,-6.75,阳阳阴,9.99,-6.75
000691.SZSE,2024-04-24,2024-04-22,-3.25,-0.91,3.48,-3.7,4.43,2.42,-3.25,阳阳阴,4.43,-3.25
000695.SZSE,2024-11-14,2024-11-12,0.9,-0.39,1.81,1.72,2.21,-1.28,0.9,阳阴阳,2.21,-1.28
000700.SZSE,2023-10-16,2023-10-12,1.15,-0.57,1.59,3.43,2.17,-1.7,1.15,阳阴阳,2.17,-1.7
000700.SZSE,2026-06-04,2026-06-02,-3.39,-6.16,-9.87,-11.26,-3.95,-2.88,-3.39,阴阴阴,-2.88,-3.95
000702.SZSE,2024-05-22,2024-05-20,-2.1,-4.9,-10.56,0.42,-5.95,-2.86,-2.1,阴阴阴,-2.1,-5.95
000702.SZSE,2024-05-23,2024-05-20,-2.1,-4.9,-10.56,0.42,-5.95,-2.86,-2.1,阴阴阴,-2.1,-5.95
000702.SZSE,2024-10-29,2024-10-25,-0.88,-0.75,-5.03,5.26,-4.31,0.13,-0.88,阴阳阴,0.13,-4.31
000705.SZSE,2025-07-18,2025-07-16,-1.36,0.23,0.69,3.27,0.46,1.61,-1.36,阳阳阴,1.61,-1.36
000710.SZSE,2023-11-22,2023-11-20,1.41,0.09,0.09,-1.11,0.0,-1.3,1.41,阳阴阳,1.41,-1.3
000710.SZSE,2023-11-23,2023-11-20,1.41,0.09,0.09,-1.11,0.0,-1.3,1.41,阳阴阳,1.41,-1.3
000710.SZSE,2024-03-20,2024-03-18,-0.61,-1.21,-2.51,1.11,-1.31,-0.61,-0.61,阴阴阴,-0.61,-1.31
000710.SZSE,2024-03-21,2024-03-18,-0.61,-1.21,-2.51,1.11,-1.31,-0.61,-0.61,阴阴阴,-0.61,-1.31
000710.SZSE,2025-02-11,2025-02-07,3.56,6.47,7.65,3.95,1.11,2.81,3.56,阳阳阳,3.56,1.11
000712.SZSE,2024-10-08,2024-09-27,7.36,9.0,19.9,14.75,10.0,1.53,7.36,阳阳阳,10.0,1.53
000712.SZSE,2024-11-28,2024-11-26,2.2,-3.79,-3.51,-6.66,0.29,-5.86,2.2,阳阴阳,2.2,-5.86
000712.SZSE,2024-11-29,2024-11-26,2.2,-3.79,-3.51,-6.66,0.29,-5.86,2.2,阳阴阳,2.2,-5.86
000712.SZSE,2026-08-31,2026-08-26,-2.21,3.26,3.63,7.09,0.35,5.59,-2.21,阳阳阴,5.59,-2.21
000713.SZSE,2025-04-09,2025-04-07,3.82,3.38,5.61,0.86,2.16,-0.42,3.82,阳阴阳,3.82,-0.42
000715.SZSE,2024-01-10,2024-01-08,-1.42,1.74,1.87,5.61,0.13,3.21,-1.42,阳阳阴,3.21,-1.42
000715.SZSE,2024-01-11,2024-01-08,-1.42,1.74,1.87,5.61,0.13,3.21,-1.42,阳阳阴,3.21,-1.42
000716.SZSE,2024-11-05,2024-11-01,-1.33,-0.67,-1.11,6.38,-0.45,0.67,-1.33,阴阳阴,0.67,-1.33
000716.SZSE,2024-12-02,2024-11-28,0.6,6.04,16.61,6.76,9.97,5.41,0.6,阳阳阳,9.97,0.6
000716.SZSE,2024-12-03,2024-11-28,0.6,6.04,16.61,6.76,9.97,5.41,0.6,阳阳阳,9.97,0.6
000717.SZSE,2024-12-09,2024-12-05,0.7,0.0,6.3,5.17,6.3,-0.7,0.7,阳阴阳,6.3,-0.7
000718.SZSE,2025-09-11,2025-09-09,0.44,0.89,2.26,0.0,1.36,0.45,0.44,阳阳阳,1.36,0.44
000718.SZSE,2025-09-12,2025-09-09,0.44,0.89,2.26,0.0,1.36,0.45,0.44,阳阳阳,1.36,0.44
000719.SZSE,2023-08-08,2023-08-04,-2.21,-4.69,-5.66,6.13,-1.02,-2.53,-2.21,阴阴阴,-1.02,-2.53
000720.SZSE,2026-03-27,2026-03-24,-4.33,-5.05,-6.23,-1.5,-1.25,-0.76,-4.33,阴阴阴,-0.76,-4.33
000720.SZSE,2026-04-07,2026-04-02,-10.07,-1.01,-10.89,8.98,-9.98,10.08,-10.07,阴阳阴,10.08,-10.07
000720.SZSE,2026-04-08,2026-04-02,-10.07,-1.01,-10.89,8.98,-9.98,10.08,-10.07,阴阳阴,10.08,-10.07
000722.SZSE,2025-05-21,2025-05-19,-1.52,-2.84,-1.27,5.25,1.61,-1.34,-1.52,阳阴阴,1.61,-1.52
000722.SZSE,2026-03-26,2026-03-24,-3.44,0.96,0.66,4.71,-0.29,4.56,-3.44,阴阳阴,4.56,-3.44
000723.SZSE,2024-02-08,2024-02-06,-5.63,-9.46,-12.5,-10.29,-3.36,-4.05,-5.63,阴阴阴,-3.36,-5.63
000727.SZSE,2023-10-16,2023-10-12,-5.42,4.1,8.98,26.61,4.69,10.07,-5.42,阳阳阴,10.07,-5.42
000736.SZSE,2024-09-19,2024-09-13,3.78,3.92,1.78,-1.38,-2.06,0.14,3.78,阴阳阳,3.78,-2.06
000737.SZSE,2024-03-18,2024-03-14,1.08,-0.71,-2.26,0.72,-1.56,-1.76,1.08,阴阴阳,1.08,-1.76
000737.SZSE,2024-04-08,2024-04-02,6.83,17.52,24.23,10.89,5.71,10.01,6.83,阳阳阳,10.01,5.71
000750.SZSE,2024-09-26,2024-09-24,-0.66,-1.32,-0.66,-0.66,0.66,-0.66,-0.66,阳阴阴,0.66,-0.66
000750.SZSE,2024-09-27,2024-09-24,-0.66,-1.32,-0.66,-0.66,0.66,-0.66,-0.66,阳阴阴,0.66,-0.66
000753.SZSE,2024-11-28,2024-11-26,1.41,2.56,3.15,5.03,0.57,1.14,1.41,阳阳阳,1.41,0.57
000753.SZSE,2024-11-29,2024-11-26,1.41,2.56,3.15,5.03,0.57,1.14,1.41,阳阳阳,1.41,0.57
000757.SZSE,2023-10-20,2023-10-18,-1.51,2.69,2.92,7.64,0.22,4.26,-1.51,阳阳阴,4.26,-1.51
000759.SZSE,2024-12-27,2024-12-25,3.17,-3.44,-13.14,-7.4,-10.04,-6.41,3.17,阴阴阳,3.17,-10.04
000759.SZSE,2024-12-30,2024-12-25,3.17,-3.44,-13.14,-7.4,-10.04,-6.41,3.17,阴阴阳,3.17,-10.04
000759.SZSE,2025-04-10,2025-04-08,-10.04,-6.5,-7.51,-1.79,-1.07,3.93,-10.04,阴阳阴,3.93,-10.04
000762.SZSE,2024-10-08,2024-09-27,3.24,3.63,7.89,4.39,4.11,0.37,3.24,阳阳阳,4.11,0.37
000766.SZSE,2023-09-01,2023-08-30,-2.06,1.82,1.82,5.7,0.0,3.96,-2.06,阳阳阴,3.96,-2.06
000766.SZSE,2023-09-13,2023-09-11,0.13,-0.89,-2.26,-2.75,-1.38,-1.02,0.13,阴阴阳,0.13,-1.38
000766.SZSE,2023-09-14,2023-09-11,0.13,-0.89,-2.26,-2.75,-1.38,-1.02,0.13,阴阴阳,0.13,-1.38
000777.SZSE,2026-06-17,2026-06-15,2.63,1.36,-1.97,-3.73,-3.28,-1.23,2.63,阴阴阳,2.63,-3.28
000783.SZSE,2024-09-30,2024-09-26,3.04,8.62,8.62,4.78,0.0,5.41,3.04,阳阳阳,5.41,0.0
000783.SZSE,2024-10-08,2024-09-26,3.04,8.62,8.62,4.78,0.0,5.41,3.04,阳阳阳,5.41,0.0
000785.SZSE,2024-12-12,2024-12-10,-2.99,6.58,7.64,7.74,1.0,9.87,-2.99,阳阳阴,9.87,-2.99
000785.SZSE,2024-12-13,2024-12-10,-2.99,6.58,7.64,7.74,1.0,9.87,-2.99,阳阳阴,9.87,-2.99
000785.SZSE,2025-02-12,2025-02-10,1.17,2.07,0.58,-2.01,-1.46,0.89,1.17,阴阳阳,1.17,-1.46
000785.SZSE,2025-02-13,2025-02-10,1.17,2.07,0.58,-2.01,-1.46,0.89,1.17,阴阳阳,1.17,-1.46
000798.SZSE,2025-11-18,2025-11-14,0.59,0.59,1.43,2.29,0.83,0.0,0.59,阳阳阳,0.83,0.0
000799.SZSE,2024-10-08,2024-09-26,-1.92,2.62,2.75,4.87,0.13,4.62,-1.92,阳阳阴,4.62,-1.92
000801.SZSE,2024-11-20,2024-11-18,-4.57,-9.77,-11.81,-11.64,-2.26,-5.44,-4.57,阴阴阴,-2.26,-5.44
000801.SZSE,2024-11-21,2024-11-18,-4.57,-9.77,-11.81,-11.64,-2.26,-5.44,-4.57,阴阴阴,-2.26,-5.44
000802.SZSE,2023-06-07,2023-06-05,8.72,9.24,9.24,0.8,0.0,0.48,8.72,阳阳阳,8.72,0.0
000802.SZSE,2026-08-12,2026-08-10,0.0,-0.23,0.95,3.64,1.18,-0.23,0.0,阳阴阳,1.18,-0.23
000802.SZSE,2026-08-13,2026-08-10,0.0,-0.23,0.95,3.64,1.18,-0.23,0.0,阳阴阳,1.18,-0.23
000803.SZSE,2024-04-09,2024-04-03,-0.43,1.31,2.65,4.48,1.33,1.75,-0.43,阳阳阴,1.75,-0.43
000810.SZSE,2024-08-19,2024-08-15,4.52,8.76,7.49,1.79,-1.16,4.05,4.52,阴阳阳,4.52,-1.16
000811.SZSE,2025-12-09,2025-12-05,0.07,-0.74,-2.48,-1.25,-1.75,-0.82,0.07,阴阴阳,0.07,-1.75
000811.SZSE,2026-06-22,2026-06-17,-1.92,7.9,5.73,7.7,-2.01,10.01,-1.92,阴阳阴,10.01,-2.01
000813.SZSE,2024-12-10,2024-12-06,0.63,-3.65,-2.46,-1.25,1.23,-4.26,0.63,阳阴阳,1.23,-4.26
000813.SZSE,2024-12-16,2024-12-12,-9.48,-0.52,9.46,33.12,10.03,9.9,-9.48,阳阳阴,10.03,-9.48
000815.SZSE,2024-02-26,2024-02-22,-0.95,3.09,13.47,26.06,10.06,4.08,-0.95,阳阳阴,10.06,-0.95
000815.SZSE,2025-03-18,2025-03-14,-7.34,-1.35,8.51,13.91,10.0,6.46,-7.34,阳阳阴,10.0,-7.34
000815.SZSE,2026-03-09,2026-03-05,4.01,-6.39,-10.13,-11.23,-4.0,-10.0,4.01,阴阴阳,4.01,-10.0
000815.SZSE,2026-03-10,2026-03-05,4.01,-6.39,-10.13,-11.23,-4.0,-10.0,4.01,阴阴阳,4.01,-10.0
000815.SZSE,2026-07-22,2026-07-20,-6.26,-7.06,-7.9,-2.78,-0.91,-0.84,-6.26,阴阴阴,-0.84,-6.26
000815.SZSE,2026-07-23,2026-07-20,-6.26,-7.06,-7.9,-2.78,-0.91,-0.84,-6.26,阴阴阴,-0.84,-6.26
000815.SZSE,2026-08-04,2026-07-31,-8.0,-12.77,-16.87,-7.35,-4.7,-5.18,-8.0,阴阴阴,-4.7,-8.0
000818.SZSE,2025-02-07,2025-01-27,2.62,2.48,-1.29,-6.42,-3.69,-0.13,2.62,阴阴阳,2.62,-3.69
000818.SZSE,2025-02-21,2025-02-19,-1.91,7.9,17.36,31.6,8.76,10.0,-1.91,阳阳阴,10.0,-1.91
000820.SZSE,2024-01-04,2024-01-02,-2.24,-0.25,-0.51,1.77,-0.25,2.03,-2.24,阴阳阴,2.03,-2.24
000820.SZSE,2024-01-05,2024-01-02,-2.24,-0.25,-0.51,1.77,-0.25,2.03,-2.24,阴阳阴,2.03,-2.24
000820.SZSE,2026-08-03,2026-07-30,-0.68,1.39,-1.02,8.52,-2.38,2.09,-0.68,阴阳阴,2.09,-2.38
000820.SZSE,2026-08-04,2026-07-30,-0.68,1.39,-1.02,8.52,-2.38,2.09,-0.68,阴阳阴,2.09,-2.38
000823.SZSE,2026-06-26,2026-06-24,-10.02,-1.02,-3.3,18.21,-2.31,10.0,-10.02,阴阳阴,10.0,-10.02
000828.SZSE,2023-11-09,2023-11-06,0.45,-0.22,0.0,-0.11,0.22,-0.66,0.45,阳阴阳,0.45,-0.66
000833.SZSE,2024-11-13,2024-11-11,4.99,15.51,20.98,17.01,4.74,10.02,4.99,阳阳阳,10.02,4.74
000852.SZSE,2025-10-23,2025-10-20,-1.39,-2.3,-1.54,0.47,0.77,-0.92,-1.39,阳阴阴,0.77,-1.39
000856.SZSE,2025-01-22,2025-01-20,1.56,2.13,2.13,5.37,0.0,0.57,1.56,阳阳阳,1.56,0.0
000856.SZSE,2025-01-23,2025-01-20,1.56,2.13,2.13,5.37,0.0,0.57,1.56,阳阳阳,1.56,0.0
000856.SZSE,2025-02-19,2025-02-17,-10.0,-8.93,0.17,7.83,10.0,1.19,-10.0,阳阳阴,10.0,-10.0
000856.SZSE,2025-02-20,2025-02-17,-10.0,-8.93,0.17,7.83,10.0,1.19,-10.0,阳阳阴,10.0,-10.0
000858.SZSE,2024-09-30,2024-09-26,1.45,8.74,10.72,8.53,1.82,7.19,1.45,阳阳阳,7.19,1.45
000858.SZSE,2024-10-08,2024-09-26,1.45,8.74,10.72,8.53,1.82,7.19,1.45,阳阳阳,7.19,1.45
000859.SZSE,2024-09-03,2024-08-30,2.89,4.23,0.31,0.65,-3.76,1.3,2.89,阴阳阳,2.89,-3.76
000859.SZSE,2024-10-18,2024-10-16,-1.25,2.59,-1.25,-0.5,-3.74,3.89,-1.25,阴阳阴,3.89,-3.74
000859.SZSE,2024-10-21,2024-10-16,-1.25,2.59,-1.25,-0.5,-3.74,3.89,-1.25,阴阳阴,3.89,-3.74
000859.SZSE,2025-11-21,2025-11-19,-0.76,0.15,-0.61,3.3,-0.76,0.92,-0.76,阴阳阴,0.92,-0.76
000859.SZSE,2025-11-24,2025-11-19,-0.76,0.15,-0.61,3.3,-0.76,0.92,-0.76,阴阳阴,0.92,-0.76
000861.SZSE,2024-07-04,2024-07-02,2.78,-7.5,-16.85,-27.27,-10.11,-10.0,2.78,阴阴阳,2.78,-10.11
000880.SZSE,2024-07-31,2024-07-26,1.12,0.28,-1.9,-2.72,-2.17,-0.83,1.12,阴阴阳,1.12,-2.17
000880.SZSE,2024-11-18,2024-11-14,-0.18,0.92,0.0,3.1,-0.91,1.1,-0.18,阴阳阴,1.1,-0.91
000880.SZSE,2024-12-24,2024-12-20,3.39,5.12,0.85,-5.35,-4.07,1.68,3.39,阴阳阳,3.39,-4.07
000880.SZSE,2024-12-27,2024-12-25,6.32,16.96,28.66,25.11,10.0,10.01,6.32,阳阳阳,10.01,6.32
000880.SZSE,2025-02-25,2025-02-21,4.84,6.82,-3.29,-1.35,-9.46,1.88,4.84,阴阳阳,4.84,-9.46
000880.SZSE,2025-03-13,2025-03-11,-1.11,0.0,9.99,13.62,9.99,1.12,-1.11,阳阳阴,9.99,-1.11
000880.SZSE,2025-07-16,2025-07-14,-1.97,-4.18,-4.31,-2.28,-0.14,-2.26,-1.97,阴阴阴,-0.14,-2.26
000880.SZSE,2025-07-17,2025-07-14,-1.97,-4.18,-4.31,-2.28,-0.14,-2.26,-1.97,阴阴阴,-0.14,-2.26
000882.SZSE,2024-09-30,2024-09-26,4.17,5.93,7.76,1.69,1.72,1.69,4.17,阳阳阳,4.17,1.69
000882.SZSE,2024-10-08,2024-09-26,4.17,5.93,7.76,1.69,1.72,1.69,4.17,阳阳阳,4.17,1.69
000882.SZSE,2025-01-22,2025-01-20,-5.67,-2.1,-1.69,14.88,0.42,3.78,-5.67,阳阳阴,3.78,-5.67
000882.SZSE,2025-01-23,2025-01-20,-5.67,-2.1,-1.69,14.88,0.42,3.78,-5.67,阳阳阴,3.78,-5.67
000889.SZSE,2025-06-09,2025-06-04,0.0,-2.17,-7.22,-2.53,-5.15,-2.17,0.0,阴阴阳,0.0,-5.15
000889.SZSE,2026-04-10,2026-04-08,1.87,-1.21,-4.12,-4.76,-2.94,-3.03,1.87,阴阴阳,1.87,-3.03
000889.SZSE,2026-04-16,2026-04-14,-9.89,-0.76,9.19,33.44,10.03,10.13,-9.89,阳阳阴,10.13,-9.89
000889.SZSE,2026-05-08,2026-05-06,-8.11,-9.98,-0.9,0.42,10.09,-2.04,-8.11,阳阴阴,10.09,-8.11
000890.SZSE,2026-02-25,2026-02-13,1.29,-0.36,0.0,0.74,0.36,-1.64,1.29,阳阴阳,1.29,-1.64
000890.SZSE,2026-02-26,2026-02-13,1.29,-0.36,0.0,0.74,0.36,-1.64,1.29,阳阴阳,1.29,-1.64
000890.SZSE,2026-03-16,2026-03-12,5.17,2.81,1.22,-4.81,-1.55,-2.24,5.17,阴阴阳,5.17,-2.24
000890.SZSE,2026-03-17,2026-03-12,5.17,2.81,1.22,-4.81,-1.55,-2.24,5.17,阴阴阳,5.17,-2.24
000892.SZSE,2025-02-25,2025-02-21,0.86,2.93,-4.36,-7.45,-7.08,2.05,0.86,阴阳阳,2.05,-7.08
000892.SZSE,2025-02-26,2025-02-21,0.86,2.93,-4.36,-7.45,-7.08,2.05,0.86,阴阳阳,2.05,-7.08
000892.SZSE,2025-07-11,2025-07-09,0.0,-1.67,-2.29,7.55,-0.62,-1.67,0.0,阴阴阳,0.0,-1.67
000892.SZSE,2025-11-04,2025-10-31,-0.46,-1.22,3.18,4.49,4.45,-0.76,-0.46,阳阴阴,4.45,-0.76
000892.SZSE,2025-11-25,2025-11-21,-2.06,-7.12,-10.5,-6.73,-3.63,-5.17,-2.06,阴阴阴,-2.06,-5.17
000892.SZSE,2025-11-26,2025-11-21,-2.06,-7.12,-10.5,-6.73,-3.63,-5.17,-2.06,阴阴阴,-2.06,-5.17
000892.SZSE,2026-02-11,2026-02-09,-0.94,-1.07,-6.2,-2.98,-5.19,-0.13,-0.94,阴阴阴,-0.13,-5.19
000892.SZSE,2026-07-13,2026-07-09,-4.41,-7.71,1.46,-4.47,9.94,-3.46,-4.41,阳阴阴,9.94,-4.41
000892.SZSE,2026-09-03,2026-08-31,3.17,2.36,4.55,3.84,2.14,-0.79,3.17,阳阴阳,3.17,-0.79
000899.SZSE,2024-04-18,2024-04-16,-0.36,-2.72,-0.6,-0.48,2.18,-2.37,-0.36,阳阴阴,2.18,-2.37
000899.SZSE,2026-02-27,2026-02-25,4.48,0.27,2.43,-0.66,2.15,-4.02,4.48,阳阴阳,4.48,-4.02
000899.SZSE,2026-03-02,2026-02-25,4.48,0.27,2.43,-0.66,2.15,-4.02,4.48,阳阴阳,4.48,-4.02
000901.SZSE,2025-08-12,2025-08-08,-4.23,5.33,15.86,24.92,10.0,9.98,-4.23,阳阳阴,10.0,-4.23
000901.SZSE,2025-12-09,2025-12-05,3.71,0.63,0.89,-1.22,0.26,-2.97,3.71,阳阴阳,3.71,-2.97
000905.SZSE,2025-03-19,2025-03-10,-1.24,0.28,1.13,3.42,0.85,1.54,-1.24,阳阳阴,1.54,-1.24
000905.SZSE,2025-12-09,2025-12-05,-1.36,-0.27,1.58,2.31,1.86,1.1,-1.36,阳阳阴,1.86,-1.36
000905.SZSE,2025-12-10,2025-12-05,-1.36,-0.27,1.58,2.31,1.86,1.1,-1.36,阳阳阴,1.86,-1.36
000908.SZSE,2024-02-21,2024-02-19,-0.72,-10.39,-17.86,-25.67,-8.33,-9.74,-0.72,阴阴阴,-0.72,-9.74
000908.SZSE,2024-02-22,2024-02-19,-0.72,-10.39,-17.86,-25.67,-8.33,-9.74,-0.72,阴阴阴,-0.72,-9.74
000917.SZSE,2024-03-19,2024-03-15,2.31,11.43,12.97,11.29,1.38,8.91,2.31,阳阳阳,8.91,1.38
000917.SZSE,2024-03-20,2024-03-15,2.31,11.43,12.97,11.29,1.38,8.91,2.31,阳阳阳,8.91,1.38
000919.SZSE,2026-04-09,2026-04-07,-0.81,0.41,2.51,1.64,2.09,1.23,-0.81,阳阳阴,2.09,-0.81
000926.SZSE,2024-09-30,2024-09-26,6.09,9.42,8.85,4.79,-0.52,3.14,6.09,阴阳阳,6.09,-0.52
000931.SZSE,2026-08-24,2026-08-20,-1.86,-3.0,-2.09,0.94,0.93,-1.15,-1.86,阳阴阴,0.93,-1.86
000936.SZSE,2023-06-16,2023-06-14,7.1,17.81,21.47,12.31,3.11,10.0,7.1,阳阳阳,10.0,3.11
000936.SZSE,2026-08-14,2026-08-12,-0.76,0.96,0.0,0.0,-0.95,1.73,-0.76,阴阳阴,1.73,-0.95
000948.SZSE,2024-09-23,2024-09-19,-6.13,3.23,13.57,20.98,10.01,9.97,-6.13,阳阳阴,10.01,-6.13
000949.SZSE,2024-11-20,2024-11-18,-1.06,-4.83,-7.43,-2.58,-2.72,-3.82,-1.06,阴阴阴,-1.06,-3.82
000949.SZSE,2024-11-21,2024-11-18,-1.06,-4.83,-7.43,-2.58,-2.72,-3.82,-1.06,阴阴阴,-1.06,-3.82
000952.SZSE,2024-05-08,2024-05-06,2.97,7.27,8.46,8.11,1.1,4.18,2.97,阳阳阳,4.18,1.1
000952.SZSE,2025-10-23,2025-10-21,1.42,0.78,0.16,0.32,-0.62,-0.63,1.42,阴阴阳,1.42,-0.63
000952.SZSE,2025-11-27,2025-11-24,-5.19,-6.32,-8.13,-5.65,-1.94,-1.18,-5.19,阴阴阴,-1.18,-5.19
000953.SZSE,2024-08-01,2024-07-30,0.73,0.73,3.77,-3.87,3.02,0.0,0.73,阳阳阳,3.02,0.0
000953.SZSE,2024-08-02,2024-07-30,0.73,0.73,3.77,-3.87,3.02,0.0,0.73,阳阳阳,3.02,0.0
000953.SZSE,2024-11-27,2024-11-25,-4.33,-5.22,-3.24,2.91,2.1,-0.93,-4.33,阳阴阴,2.1,-4.33
000953.SZSE,2025-03-31,2025-03-27,2.21,1.6,-3.96,-7.78,-5.47,-0.6,2.21,阴阴阳,2.21,-5.47
000955.SZSE,2025-11-04,2025-10-31,-0.53,1.62,3.68,3.47,2.02,2.16,-0.53,阳阳阴,2.16,-0.53
000965.SZSE,2024-05-06,2024-04-29,3.45,4.65,3.85,1.56,-0.77,1.16,3.45,阴阳阳,3.45,-0.77
000965.SZSE,2025-04-18,2025-04-16,-2.84,-2.22,-11.49,-0.63,-9.48,0.63,-2.84,阴阳阴,0.63,-9.48
000965.SZSE,2025-04-21,2025-04-16,-2.84,-2.22,-11.49,-0.63,-9.48,0.63,-2.84,阴阳阴,0.63,-9.48
000967.SZSE,2025-02-24,2025-02-20,-2.57,7.17,17.84,20.45,9.96,10.0,-2.57,阳阳阴,10.0,-2.57
000969.SZSE,2025-10-14,2025-10-09,1.88,2.26,0.22,1.22,-2.0,0.38,1.88,阴阳阳,1.88,-2.0
000969.SZSE,2026-01-13,2026-01-09,1.82,7.26,6.81,7.04,-0.42,5.34,1.82,阴阳阳,5.34,-0.42
000972.SZSE,2024-02-05,2024-01-31,-3.07,-6.78,-4.53,2.52,2.42,-3.83,-3.07,阳阴阴,2.42,-3.83
000972.SZSE,2025-02-07,2025-01-13,3.01,3.4,3.79,3.5,0.38,0.38,3.01,阳阳阳,3.01,0.38
000977.SZSE,2024-10-08,2024-09-27,3.0,2.39,6.49,2.87,4.0,-0.6,3.0,阳阴阳,4.0,-0.6
000980.SZSE,2023-07-05,2023-07-03,-2.38,-2.77,-4.28,2.02,-1.56,-0.4,-2.38,阴阴阴,-0.4,-2.38
000980.SZSE,2024-08-02,2024-07-31,-0.72,0.73,3.76,4.51,3.01,1.46,-0.72,阳阳阴,3.01,-0.72
000980.SZSE,2024-08-05,2024-07-31,-0.72,0.73,3.76,4.51,3.01,1.46,-0.72,阳阳阴,3.01,-0.72
